Date,stocktotal,stockgasoline,stockdistilled,pricegasoline,pricedistilled,consgasoline,consdistilled,gdp
"Nov 13, 2015",214254,28233,140318,95802,104244,63378,29099,18287.2
"Nov 20, 2015",216732,28842,141364,92316,102690,62447,25900,18287.2
"Nov 27, 2015",216867,27878,144415,90930,101682,64967,25522,18287.2
"Dec 04, 2015",217653,26871,149413,90678,99918,65940,22876,18287.2
"Dec 11, 2015",219384,28165,151976,90048,98196,64540,24647,18287.2
"Dec 18, 2015",220495,26119,151315,89586,95928,64295,27965,18287.2
"Dec 25, 2015",221420,27161,153110,89922,93954,65765,25431,18287.2
"Jan 01, 2016",231996,28809,159418,89670,92862,57113,21238,18325.2
"Jan 08, 2016",240434,27794,165554,88368,91434,59500,19824,18325.2
"Jan 15, 2016",244997,27508,164529,84924,88704,63553,25746,18325.2
"Jan 22, 2016",248461,27696,160472,82530,86982,62587,28035,18325.2
"Jan 29, 2016",254399,27463,159695,81144,85302,58387,24668,18325.2
"Feb 05, 2016",255657,27446,160976,78540,84336,63854,22134,18325.2
"Feb 12, 2016",258693,27878,162375,77028,83160,64421,24374,18325.2
"Feb 19, 2016",256457,28182,160715,77154,83286,67032,25928,18325.2
"Feb 26, 2016",254989,27618,163597,79254,83538,63847,23548,18325.2
"Mar 04, 2016",250463,26365,162478,81606,84882,65877,25942,18325.2
"Mar 11, 2016",249716,27652,161343,86604,88158,66206,27090,18325.2
"Mar 18, 2016",245074,27011,162260,88578,88998,66521,23611,18325.2
"Mar 25, 2016",242560,26139,161185,91098,89082,64708,26936,18325.2
"Apr 01, 2016",243998,26873,162984,91770,88830,64568,25263,18538
"Apr 08, 2016",239761,24415,163489,91266,89376,67431,26971,18538
"Apr 15, 2016",239651,24825,159935,94080,90930,66108,29932,18538
"Apr 22, 2016",241259,24412,158240,95130,92316,65205,28854,18538
"Apr 29, 2016",241795,24876,156979,98364,95172,66514,27622,18538
"May 06, 2016",240564,24985,155332,97650,95382,67606,28098,18538
"May 13, 2016",238068,24305,152162,98490,96474,68285,30282,18538
"May 20, 2016",240111,24339,150878,100926,98994,66612,28616,18538
"May 27, 2016",238619,23456,149623,102480,100044,68012,26789,18538
"Jun 03, 2016",239629,25037,151377,104244,101094,66976,25032,18538
"Jun 10, 2016",237004,23569,152163,104958,102102,68334,26719,18538
"Jun 17, 2016",237631,25016,152314,103110,101892,68705,27314,18538
"Jun 24, 2016",238998,25167,150513,102144,101892,67963,27986,18538
"Jul 01, 2016",238876,24789,148939,100632,101766,68285,27531,18729.1
"Jul 08, 2016",240089,26659,152997,99078,101388,67697,22442,18729.1
"Jul 15, 2016",241000,26285,152783,98112,100884,68495,27440,18729.1
"Jul 22, 2016",241452,25649,152003,96138,99918,68579,26992,18729.1
"Jul 29, 2016",238190,24526,153155,95214,98616,68264,25235,18729.1
"Aug 05, 2016",235383,24286,151196,94752,97272,68383,27559,18729.1
"Aug 12, 2016",232659,25746,153135,94752,97020,68334,24416,18729.1
"Aug 19, 2016",232695,25897,153257,96558,99540,67613,26530,18729.1
"Aug 26, 2016",232004,25957,154753,98322,101178,66577,26866,18729.1
"Sep 02, 2016",227793,25495,158135,97818,101094,67165,25816,18729.1
"Sep 09, 2016",228360,25243,162754,97020,100758,65842,22932,18729.1
"Sep 16, 2016",225156,24180,164992,97986,100338,67550,24017,18729.1
"Sep 23, 2016",227183,25415,163077,98028,100044,62160,26404,18729.1
"Sep 30, 2016",227405,25301,160718,98868,100338,65730,27125,18729.1
"Oct 07, 2016",225498,24822,156972,100002,102690,64848,29862,18905.5
"Oct 14, 2016",227967,25949,155732,99414,104202,61586,27909,18905.5
"Oct 21, 2016",226011,25494,152378,98826,104076,63826,29162,18905.5
"Oct 28, 2016",223804,24615,150550,98322,104118,64281,27041,18905.5
"Nov 04, 2016",220963,25885,148602,98490,103740,64491,28301,18905.5
"Nov 11, 2016",221709,24968,148912,96516,102606,65513,27608,18905.5
"Nov 18, 2016",224026,23956,149239,95298,101682,63168,28847,18905.5
"Nov 25, 2016",226123,24354,154196,95256,101640,63560,26887,18905.5
"Dec 02, 2016",229548,26178,156697,97482,104160,61299,25928,18905.5
"Dec 09, 2016",230045,25628,155935,98574,104706,62118,28210,18905.5
"Dec 16, 2016",228736,26288,153515,99750,106134,64883,31843,18905.5
"Dec 23, 2016",227143,27122,151634,101598,106680,64946,27769,18905.5
"Dec 30, 2016",235450,27225,161685,104370,108612,59255,19544,18905.5
"Jan 06, 2017",240473,28802,170041,104832,109074,59290,22386,19057.7
"Jan 13, 2017",246424,29007,169073,103614,108570,56483,28665,19057.7
"Jan 20, 2017",253220,28651,169149,102312,107898,56273,25515,19057.7
"Jan 27, 2017",257086,27929,170717,101136,107604,58170,26663,19057.7
"Feb 03, 2017",256217,27806,170746,101010,107436,62587,27370,19057.7
"Feb 10, 2017",259063,28453,170057,101556,107730,59031,26971,19057.7
"Feb 17, 2017",256435,27939,165133,101388,108024,60641,30044,19057.7
"Feb 24, 2017",255889,27303,164208,101934,108234,60802,26691,19057.7
"Mar 03, 2017",249334,26174,161532,102984,108318,64876,28637,19057.7
"Mar 10, 2017",246279,24684,157303,102228,107688,64778,30863,19057.7
"Mar 17, 2017",243468,24591,155393,102186,106638,64400,28084,19057.7
"Mar 24, 2017",239721,23917,152910,101976,106344,66668,29554,19057.7
"Mar 31, 2017",239103,22031,152374,103782,107352,64715,28686,19057.7
"Apr 07, 2017",236130,21681,150221,106428,108444,64925,32445,19250
"Apr 14, 2017",237672,21507,148266,106932,109074,64561,29239,19250
"Apr 21, 2017",241041,21596,150917,107478,108990,64442,25669,19250
"Apr 28, 2017",241232,21220,150355,105924,108486,64092,29792,19250
"May 05, 2017",241082,21361,148768,104328,107730,65856,28973,19250
"May 12, 2017",240669,21905,146824,104202,106848,66164,29505,19250
"May 19, 2017",239882,21665,146339,105420,106638,67928,30513,19250
"May 26, 2017",237024,21560,146733,105672,107982,68754,28175,19250
"Jun 02, 2017",240348,22316,151088,106050,107688,65219,24535,19250
"Jun 09, 2017",242444,22761,151416,104118,106008,64883,28315,19250
"Jun 16, 2017",241866,21280,152495,102186,104538,68712,29106,19250
"Jun 23, 2017",240972,22599,152272,100968,103530,66766,28203,19250
"Jun 30, 2017",237303,22299,150422,99792,103824,67935,30254,19250
"Jul 07, 2017",235656,23643,153553,101262,104202,68502,27006,19495.5
"Jul 14, 2017",231211,23228,151416,100464,104622,67144,30338,19495.5
"Jul 21, 2017",230196,23173,149564,101892,105294,68747,30632,19495.5
"Jul 28, 2017",227679,22834,149414,103614,106302,68894,28980,19495.5
"Aug 04, 2017",231103,23576,147685,104664,108402,68579,31570,19495.5
"Aug 11, 2017",231125,22846,148387,104874,109116,66654,29554,19495.5
"Aug 18, 2017",229902,24625,148415,103908,109032,67403,28539,19495.5
"Aug 25, 2017",229937,24850,149163,105546,109410,68922,27370,19495.5
"Sep 01, 2017",226738,25151,147767,117348,115836,64141,28441,19495.5
"Sep 08, 2017",218310,23763,144552,117600,117684,67333,28399,19495.5
"Sep 15, 2017",216185,22760,138859,115500,117222,66087,29848,19495.5
"Sep 22, 2017",217292,21286,138045,113442,117096,66654,26222,19495.5
"Sep 29, 2017",218936,21995,135439,112644,117264,64687,28049,19495.5
"Oct 06, 2017",221426,21374,133959,110124,116592,66360,25536,NA
"Oct 13, 2017",222334,23816,134487,109410,117054,63952,24339,NA
"Oct 20, 2017",216869,22083,129241,108948,117474,65198,28707,NA
"Oct 27, 2017",212849,21882,128921,109284,118398,66227,24738,NA
"Nov 03, 2017",209537,22198,125562,112266,121044,66472,31402,NA
"Nov 10, 2017",210431,21143,124763,113652,122430,64204,28203,NA
"Nov 17, 2017",210475,21810,125032,112686,122304,67165,28399,NA
"Nov 24, 2017",214102,23862,127779,111216,122892,61068,27174,NA
"Dec 01, 2017",220882,23706,129446,109914,122724,62265,26159,NA
"Dec 08, 2017",226546,26082,128076,109242,122220,63637,30660,NA
"Dec 15, 2017",227783,24988,128845,107856,121842,65982,27482,NA
"Dec 22, 2017",228374,24346,129935,108738,121926,66395,30282,NA
"Dec 29, 2017",233187,24987,138834,110754,124866,60550,25116,NA
"Jan 05, 2018",237322,24375,143088,110838,125832,61698,25585,NA
"Jan 12, 2018",240942,25124,139201,112266,127176,60676,33166,NA
"Jan 19, 2018",244040,24019,139840,112728,127050,60879,26929,NA
"Jan 26, 2018",242060,23449,137900,114366,128940,63308,31290,NA
"Feb 02, 2018",245474,24511,141826,115626,129612,63770,26446,NA
"Feb 09, 2018",249073,24182,141367,114408,128646,63413,28574,NA
"Feb 16, 2018",249334,25891,138945,112392,127134,63014,29568,NA
"Feb 23, 2018",251817,25921,137985,111972,126294,62020,27447,NA
"Mar 02, 2018",251029,25169,137426,112518,125664,64932,27482,NA
"Mar 09, 2018",244758,24215,133066,112434,124992,67494,26824,NA
"Mar 16, 2018",243065,24533,131044,114072,124824,65268,27419,NA
"Mar 23, 2018",239593,24577,128954,116088,126420,64456,30625,NA
"Mar 30, 2018",238477,24259,129491,118314,127764,64421,27209,NA
"Apr 06, 2018",238935,25014,128447,118062,127806,64911,29190,NA
"Apr 13, 2018",235967,23168,125340,120246,130368,68999,30492,NA
